question,answer,category,sub_category,fatwa_number,date,url
محترم جناب مفتی صاحب !دینِ اسلام میں سیاست کی حدود کیا ہیں ؟ کیا ملک کی موجودہ سیاست درست سمت پر ہے ؟,سیاست کا لغوی معنی اصلاح و تدبیر کے ہے اور شریعت کی نظر میں ہر وہ تدبیر جو اپنی ذات، گھر، یا ملک کی اصلاح کے لئے اختیار کی جائے وہ سیاست کے زمرے میں آتی ہے ۔ اور شریعت میں اس کی کوئی خاص صورت متعین نہیں، ہاں شریعت کے دائرے میں رہ کر یا صحیح  تدابیر اختیار کی جائیں تو یہ بہت بڑی نیکی اور حسبِ استطاعت ہر شخص پر لازم ہے۔ اور یہ دین کا اہم ترین شعبہ ہے جس کے ذریعہ دین کی تنفیذ ممکن ہو سکتی ہے۔ البتہ مروّجہ سیاست میں عموماً ایسی تدابیر اختیار کی جاتی ہیں جو شریعت سے متصادم ہوتی ہیں اس لئے ایسی سیاست سے کا شریعتِ مطہّرہ سے کوئی واسطہ نہیں۔,معاملات,حکومت و سیاست,774,,https://www.onlinefatawa.com/view_fatwa_unicode/774/-%D8%A7%D8%B3%D9%84%D8%A7%D9%85-%D9%85%DB%8C%DA%BA-%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA-%DA%A9%DB%8C-%D8%AD%D8%AF%D9%88%D8%AF--%D8%8C%D8%A7%D9%88%D8%B1-%D9%85%D9%88%D8%AC%D9%88%D8%AF%DB%81-%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA--%DA%A9%DB%8C-%D8%B4%D8%B1%D8%B9%DB%8C-%D8%AD%DB%8C%D8%AB%DB%8C%D8%AA
کیا شرعی لحاظ سے ایسی جماعت کی سپورٹ کرنا جائز ہے جو اپنے آپ کو لبرل کہتی ہو؟ اور جس پر ہزاروں بے گناہ انسانوں کا خون ہو۔,ایسی تنظیم اور جماعت کی معاونت شرعاً جائز نہیں، اس سے احتراز لازم ہے۔,معاملات,حکومت و سیاست,3747,,https://www.onlinefatawa.com/view_fatwa_unicode/3747/%D8%B8%D8%A7%D9%84%D9%85-%D8%AC%D9%85%D8%A7%D8%B9%D8%AA-%DA%A9%DB%8C-%D8%AD%D9%85%D8%A7%DB%8C%D8%AA-%DA%A9%D8%A7-%D8%AD%DA%A9%D9%85
میرے ایک دوست نے مجھ سے کہا کہ قرآن کریم میں جنت کے اندر جو غلمان (خوبصورت چھوٹے بچے) کا ذکر ہے ان سے جماع بھی کرسکتے ہیں؟ براہِ کرم راہنمائی فرمائیں۔,سائل کے دوست کی مذکور بات کم علمی اور جہالت پر مبنی ہے، کیونکہ لواطت (پیچھے کے راستے میں جماع کرنا) شرعاً حرام اور عقل و طبع کے خلاف ہونے کی وجہ سے سلیم الفطرۃ و شریف چیز سے پاک ہے جس سے طبیعت گھن و کراہت محسوس کرے۔ نیز جنت میں اس قسم کے غلط و ناپاک خیالات بھی نہیں آئیں گے۔ لہٰذا اس قسم کی واہیات میں پڑ کر اپنا وقت ضائع کرنے کے بجائے اللہ تعالیٰ کی یاد اس کی عبادت کا ہتمام کرنے کی اشد ضرورت ہے۔ اور جو وہاں ہونے والا ہے وہ خود بخود سامنے آجائےگا۔,عقائد,قیامت و آخرت,6484,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/6484/%DA%A9%DB%8C%D8%A7-%D8%AC%D9%86%D8%AA-%D9%85%DB%8C%DA%BA-%D8%BA%D9%84%D9%85%D8%A7%D9%86-%D8%B3%DB%92-%D8%B5%D8%AD%D8%A8%D8%AA-%D8%A8%DA%BE%DB%8C-%D8%AC%D8%A7%D8%A6%D8%B2-%DB%81%D9%88%DA%AF%DB%8C%D8%9F
السلام علیکم! کیا محرم کی دس تاریخ کو قیامت ہوگی؟ اس کے بارے میں کوئی صحیح حوالہ موجود ہو تو راہنمائی فرمائیں۔,قیامت کا وقوع کب ہوگا، اس کا یقینی علم تو صرف اللہ تعالیٰ کے پاس ہے، مخلوق میں سے کسی کے پاس اس  کا یقینی علم نہیں، البتہ حضورﷺ کو قبل از قیامت کی چند علامات بتائی گئی ہیں، جیسا کہ کتب ِحدیث میں تفصیلاً مذکور ہے، چنانچہ ایک صحیح حدیث میں آیا ہے کہ قیامت جمعہ کے روز قائم ہوگی، البتہ جمعہ دس محرم کو ہوگا اس کے بارے میں کوئی صحیح اور صریح حوالہ نہیں ملا۔,عقائد,قیامت و آخرت,6900,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/6900/%DA%A9%DB%8C%D8%A7-%D9%85%D8%AD%D8%B1%D9%85-%DA%A9%DB%8C-%D8%AF%D8%B3-%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%DA%A9%D9%88-%D9%82%DB%8C%D8%A7%D9%85%D8%AA-%D9%82%D8%A7%D8%A6%D9%85-%DB%81%D9%88%DA%AF%DB%8C%D8%9F
کیا فرماتے ہیں علماءِ کرام و مفتیانِ عظام اس مسئلہ کے بارے میں کہ حضرت ابوبکر صدیق رضی اللہ تعالیٰ عنہ کو ایک انگوٹھی دی اور کہا کہ اُس میں ’’لااِلٰه إلا اللہ‘‘ لکھوا کر لاؤ، آپ نے راستہ میں سوچا کہ اذان میں ’’لاالٰه إلا اللہ محمد رسول اللہ‘‘ہے اور اللہ پاک کے نام کے ساتھ حضرت محمدﷺ کا نام آتا ہے، اس لیے  اس نے حکم دیا کہ اس میں  ’’لاالٰه إلا اللہ محمد رسول اللہ‘‘لکھوا کر لاؤ، پھر حضرت  جبرائیل علیہ السلام نے حکم دیا  کہ انگوٹھی کے اندر ابوبکر صدیق رضی اللہ تعالیٰ عنہ کا نام لکھ دو، حضرت ابوبکر صدیق رضی اللہ تعالیٰ عنہ نے انگوٹھی حضرت محمدﷺ کو دے دی، حضرت محمدﷺ نے انگوٹھی دیکھ کر کہا کہ ابوبکر صدیقؓ میں نے’’ لا اِلٰه اِلا اللہ‘‘ لکھوانے کےلیے کہا تھا اور تم  ’’لااِلٰه إلااِللہ محمد رسول اللہ ‘‘اور اپنا نام بھی لکھوا کر لے آئے تو حضرت ابوبکر صدیق رضی اللہ عنہ نے عرض کیا کہ یا رسول اللہ ﷺ میں نے محمد ﷺ اپنی طرف سے لکھوایا ہے، اپنا نام نہیں لکھوایا، اتنے میں جبرائیل علیہ السلام آتے ہیں اور کہتے ہیں کہ حضرت محمدﷺ اللہ پاک نے کہا کہ انگوٹھی کے اندر ابوبکر صدیق رضی اللہ عنہ کا نام لکھ دو تو میں نے لکھ دیا۔ اب معلوم یہ کرنا کہ انگوٹھی میں’’ لااِلٰه إلا اللہ محمد رسول اللہ ابوبکر صدیق‘‘ رضی اللہ تعالیٰ عنہ کیا انگوٹھی میں یہ سب ایسے ہی لکھا ہوا تھا تو کیا یہ بات کسی سند کے ساتھ ثابت ہے؟ نوٹ: میں نے دارلعلوم امجدیہ سے فتوی لیا ہے، انہوں نے تفسیرِ نعیمی اور تفسیر ِکبیر کی روایت سے فتویٰ دیا ہے کہ انگوٹھی پر حضرت ابوبکر صدیقؓ کا نام بھی تھا، لیکن فتویٰ میں انہوں نے کوئی حوالہ درج نہیں کیا ،صرف اتنا لکھ دیا  کہ تفسیرِ نعیمی اور تفسیرِ کبیر سے یہ بات درست ہے۔ اس فتویٰ سے میں مطمئن نہیں ہوں ۔ براہ ِمہربانی مکمل حوالے کے ساتھ تفصیلی جواب عنایت فرمائیں۔,تفسیر ِکبیر میں یہ واقعہ ان الفاظ میں موجود ہے: ترجمہ: نبی کریمﷺ سے مروی ہے کہ آپﷺ نے اپنی انگوٹھی مبارک حضرت ابوبکر صدیقؓ کے سپرد کر کے فرمایا کہ اس میں لکھوالو ’’لَا إِلہ إِلَّا اللَّہ مُحَمَّدٌ رَسُولُ اللَّہ‘‘ چنانچہ حضرت ابوبکر رضی اللہ عنہ نے انگوٹھی ایک نقاش کو کندہ کرنے کے لیے دی اور کہا کہ اس میں’’لَا إِلَہ  إِلَّا اللَّہ مُحَمَّدٌ رَسُولُ اللَّہ‘‘ کا نقش بنا کردو تو نقاش نے اس کو لکھ دیا ، پھر حضرت ابوبکرؓ اس کو لے کر آنحضرت ﷺ کے دربار میں حاضر ہوئے ، آپﷺ نے اس میں ’’لَا إِلَہ إِلَّا اللَّہ  مُحَمَّدٌ رَسُولُ اللَّہ ابوبکر الصدیق‘‘ کے الفاظ لکھے ہوئے دیکھے تو فرمانے لگے اے ابوبکر! یہ زوائد کیا ہیں؟ تو حضرت ابوبکرؓ نےکہا یا رسول اللہﷺ! مجھے یہ بات  گوارہ نہیں ہوئی کہ اللہ کے اسمِ گرامی اور آپ کے اسمِ گرامی کے درمیان تفریق ڈالوں،  اس دوران جبریل علیہ السلام تشریف لائے اور کہا یا رسول اللہ ﷺ ابوبکر کا نام میں نے خود لکھوایا، کیونکہ ان کو گوارہ نہیں ہوا کہ اللہ کے نام اور رسول اللہ ﷺ کے نام کے درمیان تفریق ڈالیں، پس اللہ کو بھی یہ بات گوارہ نہیں ہوئی کہ آپ کےاور ابوبکر کے نام کے درمیان تفریق ڈالیں۔ (۱/۱۵۳)۔ اور’’نزهة المجالس‘‘ میں بھی اس واقعہ کو تفسیر کبیر کے حوالے سے نقل کیا گیا ہے ،جس سے معلوم ہوتا ہے کہ انگوٹھی میں ’’لَا إِلَہ إِلَّا اللَّہ  مُحَمَّدٌ رَسُولُ اللَّہ ابوبکر صدیق‘‘ لکھا گیا تھا ، جو حضرت ابوبکر صدیقؓ کی فضیلت کو بتا رہا ہے،مگر اس حدیث کی سند کسی کتاب میں نظر سے نہیں گزری اور نہ ہی یہ واقعہ کتبِ احادیث کی کسی معتبر کتاب میں دستیاب ہو سکا، اس لیے اس طرز کی انگوٹھی  کو مسنون یا مستحب قرار نہیں دیا جا سکتا۔ جبکہ صحیح احادیث سے یہ ثابت ہے کہ نبی کریم کی انگوٹھی میں جو تحریر تھی وہ صرف ’’محمد رسول اللہ‘‘ کی تھی جو مخصوص انداز میں کندہ کر  کےبنائی گئی تھی، جس کی ترتیب یہ تھی کہ نیچے سے اوپر تین سطروں میں’’ محمد رسول اللہ‘‘مکتوب تھا۔,قرآن و حدیث,تحقیق و تخریج حدیث,60836,2006-10-11,https://www.onlinefatawa.com/view_fatwa_unicode/60836/%D9%86%D8%A8%DB%8C-%DA%A9%D8%B1%DB%8C%D9%85%D8%90-%DA%A9%DB%8C-%D8%A7%D9%86%DA%AF%D9%88%D9%B9%DA%BE%DB%8C-%D9%BE%D8%B1-%D9%86%D9%82%D8%B4-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D9%88%D8%A7%D9%82%D8%B9%DB%81-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
کیا فرماتے ہیں علماء ِکرام و مفتیان ِعظام اس مسئلہ کے بارے میں کہ   اس حدیث کے بارے میں حوالہ کے ساتھ بتائیں کہ ’’ جس نے مجھے خواب میں دیکھا اس نے مجھے دیکھا‘‘۔,۱۔ اس حدیث کے اہل علم نے کئی ایک معانی اور مقاصد بیان کیے ہیں، جس میں سے چند یہ ہیں: ۱۔ جس نے مجھے خواب میں دیکھا اس نے مجھے دیکھا عالمِ شہود اور عالم ِنظام میں، یعنی یہ حقانیت اور سچائی میں ایسا ہوگا، جیسے مجھے حالتِ بیداری میں دیکھا۔ ۲۔ جس نے مجھے خواب میں دیکھا خبر دیدو کہ یہ خواب سچا ہے اس نے حقیقۃً مجھے ہی دیکھا ہے یہ ’’اضغاث احلام‘‘ نہیں ہے۔ ۳۔ جس نے مجھے عالم خواب میں دیکھا اللہ تعالیٰ عالمِ مشاہدہ میں بھی اسے میری زیارت کرائیں گے، دنیا میں ہو یا آخرت میں، اس کے علاوہ اور معانی و مقاصد بھی بیان کیے گئے ہیں۔,قرآن و حدیث,تحقیق و تخریج حدیث,60837,2003-02-03,https://www.onlinefatawa.com/view_fatwa_unicode/60837/-%D8%AD%D8%AF%DB%8C%D8%AB-%E2%80%99%E2%80%99%D9%85%D9%86-%D8%B1%D8%A2%D9%86%DB%8C-%D9%81%DB%8C-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%85-%D9%81%D9%82%D8%AF-%D8%B1%D8%A2%D9%86%DB%8C%E2%80%98%E2%80%98-%DA%A9%DB%8C-%D8%AA%D8%B4%D8%B1%DB%8C%D8%AD
کیا فرماتے ہیں علماءِ کرام و مفتیانِ عظام اس مسئلہ کے بارے میں کہ آیا ایک مٹھی داڑھی رکھنا حدیث سے ثابت ہے؟ براہ ِکرم حدیث سے دلیل پیش کر کے تنازع کو ختم فرمادیں۔,ترمذی شریف میں ہے کہ نبی کریمﷺ اپنی داڑھی مبارک سے طولا و عرضاً بال کاٹا کرتے تھے اور بعض کتابوں میں شرح سرعۃ الاسلام کے حوالے سے یہ حدیث منقول ہے کہ اس کی مقدار ایک مٹھی کی حد تک ہوتی تھی، جبکہ حضرت عبداللہ ابن عمررضی اللہ عنہ جو جلیل القدر صحابی اور سنت کا بہت زیادہ اتباع کرنے میں مشہور و معروف ہیں، ان سے متعلق بخاری میں یہ حدیث منقول ہے کہ جب حج یا عمرہ کرتے تو داڑھی کا جو حصہ ایک مٹھی سے زائد ہوتا اس کو کٹوا دیتے ، جبکہ اس کے برخلاف ایک مٹھی سے کم آپﷺ اور آپ کے صحابہ کرام میں سے کسی سے ثابت نہیں۔,قرآن و حدیث,تحقیق و تخریج حدیث,60863,2008-03-25,https://www.onlinefatawa.com/view_fatwa_unicode/60863/%D8%A7%DB%8C%DA%A9-%D9%85%D8%B4%D8%AA-%D8%AF%D8%A7%DA%91%DA%BE%DB%8C-%DA%A9%D8%A7-%D8%AB%D8%A8%D9%88%D8%AA-%D8%AD%D8%AF%DB%8C%D8%AB-%D8%B3%DB%92-
میرا مسلک دیوبندی ہے اور میں پوچھنا چاہ رہاہوں کہ سیاست میں حصہ لینا اسلام میں جائز ہے؟ کیا میں مولانا فضل الرحمٰن صاحب کی پارٹی میں شمولیت اختیار کرسکتاہوں؟,سیاست اسلام کا ایک بنیادی شعبہ ہے اور اس میں حصہ لینا تمام اہلِ اسلام کے لیے عام حالات میں یہ بھی ایک فرض کفایہ ہے اور اسلامی طرز پر سیاست کرنے اور اس فریضہ کو ادا کرنے کیلیے بعض علماء تحریکی سیاست کے میدان میں مصروف عمل ہیں، مگر آج کل سیاست میں عموماً جھوٹ، غلط بیانی، الزام تراشی، کردار کشی، دھوکہ دہی جیسے کئی ایک بڑے اور سنگین گناہوں کا ارتکاب کیا جاتاہے، اس لیے کوئی عالم یا غیر عالم ان اُمور کی اصلاح وسیاست اسلامیہ کو پروان چڑھانے کی غرض سے سیاسی میدان میں اُترے یا کسی جماعت میں شامل ہو تو اس کا یہ عمل بلا شبہ جائز اور مستحسن شمار ہوگا۔ واللہ اعلم!,معاملات,حکومت و سیاست,11695,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/11695/%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA-%D9%85%DB%8C%DA%BA-%D8%AD%D8%B5%DB%81-%D9%84%DB%8C%D9%86%D8%A7
برائے مہربانی دلائل کے ساتھ ہاں یا نہ  میں جواب دیں،کیا یہ قطعی عقیدہ ہے کہ صرف اللہ تعالی کو ہی قیامت کے دن کا علم ہے اور اللہ تعالی نے یہ علم کسی کو نہیں دیا۔,جی ہاں! قیامت کے دن کا علم صرف اللہ تعالی کو ہے اور اللہ تعالی کے سوا کسی کو یہ معلوم نہیں کہ قیامت کب آئے گی،یہی قطعی عقیدہ ہے،ذیل میں  آیاتِ کریمہ اور حدیث جبرئیل ملاحظہ ہو!,عقائد,قیامت و آخرت,7180,,https://www.onlinefatawa.com/view_fatwa_unicode/7180/%D8%B5%D8%B1%D9%81-%D8%A7%D9%84%D9%84%DB%81-%D8%AA%D8%B9%D8%A7%D9%84%DB%8C-%DB%81%DB%8C-%DA%A9%D9%88-%D9%82%DB%8C%D8%A7%D9%85%D8%AA-%DA%A9%DB%92-%D8%AF%D9%86-%DA%A9%D8%A7-%D8%B9%D9%84%D9%85-%DB%81%DB%92-%D8%9F
دجال کب  پیدا ہو گا ؟ اخبارات میں دجال کی  جو تصویر شائع ہوئی ہے کیا وہ حقیقت ہے ؟ نیز یہ بتا ئیں کہ دجال بچہ پیدا ہوگا یا یہ شخص ظاہر ہو گا؟,احادیث مبارکہ کی رو سے دجال کا ظہور ہو گا نہ کہ پیدائش ، اس لئے اخبارات کی فرضی تصاویر کا اعتبار نہیں۔,عقائد,قیامت و آخرت,7210,2009-09-07,https://www.onlinefatawa.com/view_fatwa_unicode/7210/%D8%AF%D8%AC%D8%A7%D9%84-%DA%A9%D8%A8-%D9%BE%DB%8C%D8%AF%D8%A7-%DB%81%D9%88%DA%AF%D8%A7-%D8%9F
کیا فرماتے ہیں علماء ِکرام و مفتیانِ عظام اس مسئلہ کے بارے میں کہ ایک حدیث کی تحقیق کرنی ہے وہ حدیث یہ ہے کہ حضور اقدسﷺ اور آپ کے صحابہ کرام بیٹھے شہد کھا رہے تھے کہ اچانک شہد سے بال نکل آیا، اس پر آپﷺ نے ارشاد فرمایا کہ تم اسلام کے متعلق کوئی مثال پیش کرو تو ایک صحابی رضی اللہ کھڑے ہوئے اور ارشاد فرمایا کہ اسلام شہد سے بھی زیادہ میٹھا ہے، اس سے آگے حدیث معلوم نہیں؟ آپ سے معلوم یہ کرنا ہے کیا یہ حدیث کتبِ حدیث میں صحیح ہے یا نہیں؟ اگر صحیح ہے تو پوری حدیث مبارک کیا ہے؟ جواب دے کر عند اللہ ماجور ہوں۔,باوجود تتبع و تلاش کے یہ حدیث مبارک ہماری نظر سے نہیں گزری، اس لیے سائل کو چاہیے کہ مزید تحقیق کے لیے کسی اور دارالا فتاء سے بھی رجوع کرلے۔,قرآن و حدیث,تحقیق و تخریج حدیث,60887,2009-05-22,https://www.onlinefatawa.com/view_fatwa_unicode/60887/%D8%B4%DB%81%D8%AF-%D9%85%DB%8C%DA%BA-%D8%A8%D8%A7%D9%84-%D9%86%DA%A9%D9%84%D9%86%DB%92-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
"محترم علماءِ کرام! السلام علیکم! براہِ کرم وضاحت فرمائیں، دورانِ طواف رکنِ یمانی سے حجرِ اسود کے درمیان"" ربنا آتنا""والی دعا کے بعد ایک اور دعا   اکثر کتابوں میں موجود ہے "" وادخلنا الجنۃ  مع الابرار بر حمتک  یا عزیزیا غفار یا رب العالمین"" کیا اتنا اضافہ کسی حدیث سے ثابت ہے یا کسی بھی موقع پر رسول الله  صلی اللہ علیہ و سلم  سے اس دعا کا مانگنا ثابت ہے؟ حوالے کے ساتھ تحریر فرمائیں ۔","تلاشِ بسیار کے باوجود دعا کے مذکور الفاظ "" وادخلنا الجنة مع الأبرار برحمتك یا عزيز یا غفار يا رب العالمین"" احادیثِ مبارکہ کی مستند کتب میں نہیں مل سکے، لیکن یہ کلمات چونکہ معنیٰ کے اعتبار سے درست ہیں، اس لئے   مذکور دعا کے آخر میں یہ کلمات بڑھانے میں شرعاً کوئی حرج نہیں، تاہم بہتریہ ہے کہ نبی کریم صلی اللہ علیہ وسلم سے منقول دعائیہ کلمات پر اکتفا کیا جائے۔",قرآن و حدیث,تحقیق و تخریج حدیث,62778,2023-03-09,https://www.onlinefatawa.com/view_fatwa_unicode/62778/%D8%B1%DA%A9%D9%86%D9%90-%DB%8C%D9%85%D8%A7%D9%86%DB%8C-%D8%A7%D9%88%D8%B1%D8%AD%D8%AC%D8%B1%D9%90-%D8%A7%D8%B3%D9%88%D8%AF-%DA%A9%DB%92-%D8%AF%D8%B1%D9%85%DB%8C%D8%A7%D9%86-%D9%BE%DA%91%DA%BE%DB%8C-%D8%AC%D8%A7%D9%86%DB%92-%D9%88%D8%A7%D9%84%DB%8C-%D8%AF%D8%B9%D8%A7-%D9%85%DB%8C%DA%BA--%D8%A7%D8%B6%D8%A7%D9%81%DB%8C-%DA%A9%D9%84%D9%85%D8%A7%D8%AA--%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
میرا سوال اس حدیث سے متعلق ہے «الْمَرْأَةُ إِذَا صَلَّتْ خَمْسَهَا  وَصَامَتْ شَهْرَهَا وَأَحْصَنَتْ فَرْجَهَا وَأَطَاعَتْ بَعْلَهَا فَلْتَدْخُلْ مِنْ أَيِّ أَبْوَابِ الْجَنَّةِ شَاءَتْ» . خاص طور پر ( واحصنت فرجَها ) کیا ان میں وہ بھی شامل ہو سکتی ہے جس کا ماضی کچھ گناہوں میں رہا ہو،  لکن اس کی نیت توبہ کی ہو، تھوڑا واضح کر دیں کہ کون سی عورتیں اس میں شامل نہیں؟,کسی عورت کا غیر شرعی کاموں کا ارتکاب کرنا تو جائز نہیں ہے، جس کی وجہ سے وہ گناہ گار ہوگی،البتہ اگر کوئی گناہ گار بندہ گناہ کرنے کے بعد توبہ تائب ہوجاتا ہے تو چونکہ احادیث مبارکہ کی رو سے اس کے وہ گناہ معاف ہو جاتے ہیں اور وہ ایسا ہوتا ہے گویا اس نے وہ گناہ کئے ہی نہیں،اس لئے اگر کوئی عورت ناجائز اور گناہ کے کاموں میں مبتلا تھی، لیکن شادی کے بعد وہ صدق دل سے اللہ تعالیٰ کے حضور توبہ تائب ہو جائے تو اللہ تعالیٰ کی ذات عالی سے یہی امید ہے کہ وہ بھی سوال میں مذکور حدیث مبارک کی مصداق ہوگی۔,قرآن و حدیث,تحقیق و تخریج حدیث,64872,2023-05-28,https://www.onlinefatawa.com/view_fatwa_unicode/64872/%D9%88%D8%A7%D8%AD%D8%B5%D9%86%D8%AA-%D9%81%D8%B1%D8%AC%DB%81%D8%A7-%D8%A7%D9%84%D8%AE-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D9%85%D8%B5%D8%AF%D8%A7%D9%82-%D9%85%DB%8C%DA%BA-%DA%AF%D9%86%D8%A7%DB%81-%DA%AF%D8%A7%D8%B1-%D8%B9%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D9%85%D9%84-%DB%81%D9%88-%DA%AF%DB%8C%D8%9F
ایک عورت جس کی عمر اٹھائیس سال ہے، ڈنمارک میں رہتی ہے، اور لاء پڑھ رہی ہے ،وہ حجاب پہنتی ہے، نقاب نہیں پہنتی باعزت خاتون ہے، اب اسکو لیڈی جج اور نائب حج بننے کا موقع ملا ہے، مسئلہ یہ ہیکہ اس کو یہ موقع قبول کرنا چاہیے؟ وہ ڈینش قانون کے مطابق فیصلہ کریں گے ،جہاں تک مجھے معلوم ہے عورت قاضی نہیں بن سکتی، لیکن اگر وہ ڈینش قانون کے مطابق فیصلہ کرے گی ،کیا وہ شرعی قانون کے حدود کے اندر ہوگا ؟ نیز اگر اس کو اس طرح بڑے پیمانے پر دیکھا جائے ،تو کیا مسلمانوں کے لیے ضروری نہیں کہ وہ یورپ کے اندر مختلف کاموں میں بڑے عہدے حاصل کریں ؟,اگر اس کے عہدہ کا تعلق عورتوں کے مسائل دیکھنا اور ان سے متعلق فیصلے کرنا ہو، اور مردوں سے اختلاط بھی نہ ہوتا ہو تو اس صورت میں مذکور عہدے پر فائز ہونے کی شرعا ًبھی گنجائش ہے، ورنہ اس سے احتراز چاہیئے ۔,معاملات,حکومت و سیاست,11700,,https://www.onlinefatawa.com/view_fatwa_unicode/11700/%DA%A9%DB%8C%D8%A7-%D8%B9%D9%88%D8%B1%D8%AA-%D8%8C%D8%AC%D8%AC-%D8%A8%D9%86-%D8%B3%DA%A9%D8%AA%DB%8C-%DB%81%DB%92-%D8%9F
السلام علیکم ورحمۃ اللہ وبرکاتہ! مفتی صاحب! میرا سوال موجودہ نظامِ حکومت کے بارے میں ہے، کیا جمہوریت حرام اور کفر کا نظام ہے، دوسری بات ’’حزب التحریر‘‘ نام کی ایک سیاسی جماعت ہے جو خلافت کی قیام کی محنت کر رہی ہے وہ کہتے ہیں کہ یہ مسائل کا حل خلافت کا قیام ہے ان کے بارے میں ہمارے علمائے کرام کیا فرماتے ہیں؟ ذرا تفصیل سے جواب دیں۔,جمہوریت کا لفظ اکثریتی پارٹی کی حکومت کے لیے مستعمل ہے اور یہ عموماً بطور لاحقہ استعمال ہوتاہے اور فی نفسہٖ اس پر کوئی حکم نہیں لگ سکتا، البتہ سابقہ ملاکر اسپر حکم لگے گا، اب اگر سابقہ مغربی ہو تو یہ مغربی جمہوریت شریعت سے متصادم ہے اور اسلامی ہو تو اسلامی جمہوریت کہلائے گی جو مسلمانوں کی اسلام پر مبنی نظریات والی اکثریتی جماعت کا نام ہوگا اور اس کے جائز ہونے میں کسی مسلمان کو شبہ نہیں ہونا چاہیے، اس لیے مطلقاً جمہوریت کا نام سن کر اس پر کفر اور حرمت کا حکم لگادینا، درست نہیں، جبکہ ’’حزب التحریری‘‘ جماعت کا بانی کون ہے؟ اس کے نظریات اور مقاصد کیا ہیں؟ اور خلافت سے ان کی کیا مراد ہے؟ ان تنقیحات کا جواب لکھ کر بھیج دیا جائے تو اس کے حکمِ شرعی پر بھی غور کیا جاسکتاہے۔ واللہ اعلم بالصواب!,معاملات,حکومت و سیاست,11904,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/11904/%D8%AC%D9%85%DB%81%D9%88%D8%B1%DB%8C%D8%AA-%DA%A9%D8%A7-%D8%AD%DA%A9%D9%85
میں ابو ظہبی میں اپنا ٹرک چلاتا ہوں، کافی دنوں سے کام نہیں ہے، تین دن سے ڈیزل خریدتا ہوں اور بیچتا ہوں جبکہ حکومت کی طرف سے ڈیزل بیچنا منع ہے، کیا ایسا کرنا جائز ہے؟,سائل کا مذکور کاروباری مشغلہ اگرچہ فی نفسہٖ جائز اور اس کی آمدنی حلال ہے تاہم غیر قانونی ہونے کی بناء پر اس سے احتراز اور کوئی دوسرا ایسا کام اختیار کرنے کی ضرورت ہے جس کی قانوناً بھی اجازت ہو۔,معاملات,حکومت و سیاست,15063,,https://www.onlinefatawa.com/view_fatwa_unicode/15063/%D8%AD%DA%A9%D9%88%D9%85%D8%AA%DB%8C-%D9%82%D9%88%D8%A7%D9%86%DB%8C%D9%86-%DA%A9%DB%8C-%D8%AE%D9%84%D8%A7%D9%81-%D9%88%D8%B1%D8%B2%DB%8C-%DA%A9%D8%B1%DA%A9%DB%92--%DA%A9%D8%A7%D8%B1%D9%88%D8%A8%D8%A7%D8%B1-%DA%A9%D8%B1%D9%86%DB%92-%DA%A9%D8%A7-%D8%AD%DA%A9%D9%85
السلام علیکم! مفتی صاحب برزخ کسے کہتے ہیں؟ مکمل تعریف بتائیں مہربانی ہوگی۔,’’برزخ کے لفظی معنیٰ حاجز اور فاصل کے ہیں، دو حالتوں یا دو چیزوں کے درمیان جو چیز فاصل ہو اس کو برزخ کہتے ہیں، اسی لیے موت کے بعد قیامت اور حشر تک کے زمانے کو برزخ کہا جاتا ہے، کہ یہ دنیاوی حیات اور آخرت کی حیات کےد رمیان حدِّ فاصل ہے‘‘۔ (بحوالہ تفسیر معارف القرآن از مفتی اعظم پاکستانؒ: جلد۶، ص۳۳۱) واللہ الموفق,عقائد,قیامت و آخرت,8810,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/8810/%D8%A8%D8%B1%D8%B2%D8%AE-%DA%A9%D8%B3%DB%92-%DA%A9%DB%81%D8%AA%DB%92-%DB%81%DB%8C%DA%BA%D8%9F
